Panel number,Suggested probability,agent 1,agent 2,agent 3,agent 4,agent 5,agent 6,agent 7,agent 8,agent 9,agent 10,agent 11,agent 12,agent 13,agent 14,agent 15,agent 16,agent 17,agent 18,agent 19,agent 20,agent 21,agent 22,agent 23,agent 24,agent 25,agent 26,agent 27,agent 28,agent 29,agent 30,agent 31,agent 32,agent 33,agent 34,agent 35
655,0.0009600546945933135,"100","106","120","126","132","134","152","176","186","224","245","258","30","318","34","435","443","476","523","540","564","569","62","69","713","745","753","765","856","858","906","91","950","973","98"
656,0.0007194066061030841,"108","120","124","13","168","17","182","183","193","194","231","298","33","395","413","422","435","459","466","475","542","61","633","638","655","706","717","75","883","919","923","931","936","946","958"
657,0.00157692109460768,"113","114","127","152","184","190","208","237","272","385","387","417","434","435","443","468","474","487","499","652","653","749","829","850","876","878","885","900","906","913","929","968","974","990","991"
658,0.002012909001586705,"1000","116","152","155","157","181","333","363","377","397","41","434","435","443","494","54","542","575","636","64","669","675","702","740","741","758","794","833","861","900","906","928","965","995","998"
659,0.001424991767664966,"143","146","180","215","227","232","269","270","274","354","363","407","422","435","443","531","532","649","66","693","704","705","707","734","740","756","800","812","837","859","900","906","918","935","985"
660,0.0007322393076594411,"145","156","158","195","208","253","258","263","303","332","390","413","435","443","493","504","548","549","560","751","775","781","784","787","790","795","870","900","906","927","929","936","948","97","999"
661,0.0003011651603529119,"10","120","134","138","152","168","173","176","186","227","243","256","268","274","277","278","300","329","391","394","399","435","443","55","555","56","69","714","719","789","818","844","906","91","925"
662,0.0010690833198709854,"139","152","186","200","203","208","221","228","237","258","262","32","355","387","425","435","443","474","506","516","524","58","635","647","653","654","665","672","674","739","846","900","906","907","91"
663,0.001591881618551208,"106","108","111","134","20","227","233","236","251","258","294","351","376","385","403","435","443","452","458","496","553","61","615","664","771","777","782","900","906","929","932","950","959","968","974"
664,0.0013681268054370067,"109","120","134","152","173","186","227","235","239","258","271","281","435","437","443","48","500","528","582","610","637","681","693","734","745","748","785","797","800","807","812","883","91","918","99"
665,0.0012128821133082705,"120","134","151","152","153","156","186","208","211","234","237","258","304","345","361","363","400","41","418","435","443","453","486","618","624","699","792","9","900","906","916","917","927","954","990"
666,0.0023957770255711155,"129","161","168","207","233","413","427","435","436","443","464","493","543","548","591","61","647","658","678","698","738","755","758","790","795","796","810","833","842","866","893","900","906","949","97"
667,0.0018400757777741485,"114","200","399","435","443","456","461","469","499","531","579","59","603","618","624","669","670","677","686","688","694","697","700","701","743","762","850","900","906","907","917","960","985","991","999"
668,0.001892707699064355,"105","125","134","152","173","195","208","240","262","296","303","322","327","328","387","434","435","443","471","493","497","504","505","516","625","654","659","664","739","799","899","903","922","929","990"
669,0.001388459304772011,"106","11","111","151","152","168","171","186","24","255","258","268","274","277","278","32","346","347","435","438","443","449","478","484","509","555","605","657","728","900","906","91","916","925","96"
670,0.0012477832380429906,"113","119","243","256","258","272","299","361","363","368","387","391","434","435","443","452","463","468","474","528","549","598","625","652","653","809","833","839","842","878","900","906","920","957","990"
671,0.0010205825432092232,"146","195","212","215","269","270","331","343","351","357","399","435","443","464","480","503","508","516","531","541","567","591","627","644","649","66","72","837","845","88","900","906","922","97","985"
672,0.001246412978309743,"180","227","233","273","286","29","32","324","357","368","373","379","381","435","443","471","491","497","554","573","578","580","701","707","720","729","734","744","752","900","906","909","91","918","94"
673,0.0024072984504143902,"10","144","178","201","306","435","443","480","522","541","543","548","564","569","628","634","669","740","790","795","846","879","900","906","907","921","922","931","936","958","967","97","983","996","999"
674,0.0006303843974665841,"1","152","186","189","205","21","220","224","240","245","258","268","280","3","314","32","387","399","434","435","443","491","537","628","634","684","713","863","900","906","926","956","969","972","983"
675,2.1171808519076933e-13,"164","215","239","304","328","360","363","368","4","42","435","443","464","5","541","68","694","701","794","815","819","827","84","850","859","900","906","914","931","940","953","958","961","979","999"
676,0.0013068779820367407,"107","152","168","186","235","258","261","28","32","325","335","341","353","363","385","418","43","435","443","451","458","482","492","502","59","63","699","797","861","900","906","932","959","974","981"
677,0.0008362384600337881,"145","22","235","242","255","266","268","332","366","370","435","443","448","452","475","487","499","50","505","548","568","593","630","632","669","687","745","756","790","791","797","870","900","906","991"
678,0.0010853749125493207,"134","150","152","165","173","18","186","24","243","251","258","319","361","363","391","414","419","435","443","449","571","633","638","662","686","707","713","781","828","842","9","900","906","911","96"
679,0.0010666771496645746,"106","111","13","152","268","274","311","32","349","35","384","393","412","435","443","469","470","476","534","591","62","623","627","646","663","72","75","81","824","88","890","900","906","91","934"
680,0.000677097455523757,"152","155","157","164","168","186","19","222","258","268","274","333","363","368","387","393","399","433","435","443","461","469","501","511","557","585","595","631","660","670","711","890","900","906","912"
681,0.0003906617793910936,"111","131","132","137","168","173","227","233","27","284","347","39","413","435","443","480","503","504","604","608","613","615","657","663","759","780","783","789","900","906","922","936","937","944","951"
682,0.0008686707763573874,"152","158","186","258","273","304","321","363","367","368","379","381","387","435","443","445","517","564","569","573","614","629","646","668","800","812","815","853","869","881","900","906","922","94","999"
683,0.0017982251176248212,"111","168","200","203","231","322","324","325","36","422","435","443","47","55","61","638","665","666","671","722","749","75","8","899","900","903","906","908","909","910","931","946","950","958","960"
684,0.002057352612575647,"1","106","173","233","261","271","409","435","464","467","491","500","523","537","541","678","704","722","769","778","807","818","851","854","858","870","875","882","908","928","951","956","969","972","98"
685,0.000629145756757612,"106","13","212","26","263","273","311","314","368","381","390","435","443","560","563","566","595","678","684","705","713","722","726","727","752","754","765","768","784","845","872","900","906","991","996"
686,0.0009519951170398964,"113","145","147","152","175","186","204","208","258","259","260","302","304","31","311","32","337","351","366","378","435","443","448","455","477","49","512","568","59","718","772","870","900","906","91"
687,0.001706428413820384,"106","113","120","134","240","26","273","379","381","413","435","439","443","454","471","480","482","524","562","563","566","573","595","665","75","752","754","781","787","833","842","900","906","94","999"
688,0.0006388186494916787,"106","132","137","168","231","253","32","344","356","368","375","422","435","443","471","474","608","61","613","732","75","751","775","780","795","814","821","832","900","906","937","945","950","97","988"
689,8.944154733877767e-14,"103","113","154","165","187","23","263","273","278","288","294","33","334","349","365","368","378","409","421","435","443","460","464","474","483","527","541","63","778","900","906","931","951","958","985"
690,0.0012445545682687115,"113","120","126","134","152","158","183","184","186","197","258","277","278","33","361","363","387","421","435","457","496","555","561","59","612","630","633","676","717","74","807","883","91","925","935"
691,0.0011007969258668543,"108","120","13","15","160","168","211","227","239","248","249","330","353","360","368","386","413","435","437","443","472","495","515","531","546","606","610","760","906","93","936","943","985","996","998"
692,0.0012098609100241007,"114","127","133","158","186","195","212","371","375","398","435","443","496","499","51","535","546","618","686","688","724","732","742","750","829","842","845","850","853","872","900","906","922","991","998"
693,1.9059982694427495e-05,"125","140","152","168","186","217","219","229","258","266","274","285","32","366","399","4","407","435","443","444","448","45","513","579","632","641","707","75","848","849","855","900","906","91","953"
694,0.002370893970840846,"104","116","153","159","176","181","186","217","227","231","373","379","413","435","442","443","455","494","500","504","541","573","578","580","586","617","705","723","729","744","753","900","906","94","996"
695,0.002934477307556853,"101","111","119","141","173","20","211","216","227","234","254","299","332","405","435","443","479","482","531","61","622","735","736","738","796","809","878","900","906","950","957","980","981","985","991"
696,0.0006916335704204886,"1000","13","138","150","152","217","274","314","317","349","352","434","435","443","450","465","535","579","623","648","668","680","684","712","740","745","762","81","846","872","900","906","907","934","966"
697,0.001731793519898118,"106","133","231","288","32","374","382","383","416","435","443","444","470","516","580","689","75","799","84","866","872","874","900","906","950","952","953","964","970","982","985","993","994","995","996"
698,0.0025941400788058377,"277","278","294","304","31","368","376","385","435","443","458","478","486","496","499","535","552","554","555","589","647","663","701","704","762","771","777","794","872","900","906","925","932","968","974"
699,0.0013069031075333322,"152","155","157","179","213","237","318","34","393","420","430","435","439","443","461","496","499","530","538","572","583","669","670","702","713","740","753","764","86","888","900","906","916","986","991"
700,0.0015047822535327927,"106","113","120","134","15","156","158","195","213","26","263","287","315","32","34","390","435","44","440","443","560","563","566","583","59","621","635","749","75","82","823","836","900","906","91"
701,0.00042704111913415596,"101","106","160","162","186","225","256","267","288","32","329","382","424","435","443","463","476","483","500","579","62","707","71","745","75","753","791","900","906","91","931","964","971","982","992"
702,0.0006941577772399946,"106","152","162","186","201","21","268","32","343","352","366","399","402","435","443","447","448","460","481","491","500","522","55","644","648","687","690","712","75","81","900","906","91","947","949"
703,0.001130255017773592,"108","152","168","201","206","235","284","318","32","387","394","410","416","430","434","435","443","522","577","643","709","71","714","75","759","767","793","797","805","84","86","874","900","906","91"
704,0.0001202411161846575,"185","187","196","220","240","4","40","413","435","443","464","514","520","531","541","543","548","59","65","705","707","709","722","76","795","819","825","827","834","855","900","906","97","985","996"
705,0.0010397526937531458,"101","158","195","208","23","239","316","358","412","435","437","441","443","487","488","524","535","57","576","577","59","610","737","743","761","762","779","789","801","896","898","900","906","928","991"
706,0.0006874104854745425,"101","113","147","184","190","209","214","223","241","297","301","310","358","368","417","435","443","474","496","499","518","545","554","59","665","668","669","740","779","876","877","898","900","906","991"
707,0.0011950084568161502,"116","152","181","308","32","435","443","494","539","541","565","621","666","678","745","760","778","857","872","875","900","906","910","928","935","951","960","963","965","966","970","978","986","993","997"
708,0.0009985830528969723,"113","276","284","304","368","371","398","406","408","409","435","443","464","474","475","487","507","516","566","742","750","754","759","767","787","793","823","838","841","845","851","870","900","906","931"
709,0.0008990818787631223,"134","152","158","186","195","212","234","237","249","25","258","262","315","360","363","387","434","435","44","440","443","495","515","606","639","654","665","724","739","761","763","801","823","845","906"
710,0.0015201653786822119,"152","165","186","208","216","218","237","251","254","258","271","304","346","361","362","363","374","387","434","435","443","479","518","552","558","571","584","59","622","662","786","828","9","900","906"
711,0.0016797432494392692,"135","196","201","217","231","31","317","387","435","441","443","447","462","475","481","485","487","522","561","583","59","620","625","626","680","702","748","773","855","900","906","941","976","996","999"
712,0.0007155588641055669,"106","121","151","152","22","280","287","312","316","32","358","359","387","435","443","453","488","518","529","584","669","689","702","779","791","794","833","900","906","91","916","926","929","938","995"
713,0.0005394834304990076,"11","130","150","191","227","292","297","334","387","413","435","443","490","491","500","531","534","562","58","625","656","728","745","808","814","821","824","846","864","868","900","906","907","936","988"
714,0.0006475451313999486,"186","203","208","221","234","237","239","241","246","258","316","346","358","363","380","411","434","435","437","440","443","446","464","488","493","528","610","635","779","842","880","887","900","906","938"
715,0.0016311213463685202,"115","120","134","18","198","227","25","268","313","32","35","354","399","435","500","531","574","611","612","657","667","681","745","748","75","785","807","860","870","889","904","91","96","977","985"
716,0.0021785791061893272,"111","207","268","281","290","32","336","35","357","399","422","435","493","504","591","658","673","681","710","735","738","748","75","785","789","796","810","847","856","87","931","950","958","973","976"
717,0.00207063956996232,"102","186","24","255","258","266","302","363","366","368","38","388","39","435","443","448","449","491","500","505","509","559","632","657","73","734","78","900","906","911","918","931","950","958","996"
718,6.996388054905755e-05,"113","125","14","152","313","317","321","333","359","384","419","422","434","435","439","443","474","525","556","582","663","71","740","764","774","778","813","869","890","900","906","931","951","958","99"
719,0.0014951391580066348,"299","338","341","345","351","37","396","412","419","435","443","445","496","497","502","535","57","607","645","668","669","701","740","746","747","761","762","794","801","820","833","872","900","906","922"
720,0.0028708522333568166,"113","152","177","18","209","214","223","226","230","29","320","339","400","41","434","435","443","474","482","51","636","639","642","669","710","724","740","758","826","833","842","889","900","906","991"
721,0.0013921266120224226,"106","110","120","134","14","141","147","152","199","335","351","427","431","435","438","443","454","456","518","584","598","603","609","694","697","702","721","75","900","906","91","95","967","995","999"
722,3.1820676213091095e-13,"106","114","12","143","185","21","253","263","304","334","368","391","409","435","443","464","515","535","54","541","571","590","610","654","659","701","72","762","771","794","801","827","900","906","999"
723,0.00039345102987202495,"152","170","186","195","234","247","258","325","341","361","363","368","385","423","435","443","491","502","558","571","662","68","692","70","707","736","75","786","802","804","9","900","906","974","976"
724,0.0018497829318034683,"106","120","152","183","248","32","326","406","408","409","426","435","443","462","473","514","561","620","626","630","65","691","707","713","745","75","753","773","841","851","854","86","900","906","91"
725,0.001815197063046772,"186","20","239","248","256","261","277","278","286","299","361","368","413","435","437","443","478","496","504","528","541","555","598","61","610","745","760","78","8","833","9","900","906","922","925"
726,0.0015683157205259462,"120","13","134","152","18","184","186","190","258","322","347","368","395","417","430","435","443","491","503","505","561","593","615","630","687","707","753","769","86","876","899","900","903","906","96"
727,6.957771836702146e-05,"143","148","235","268","274","298","335","341","375","413","435","443","459","475","482","493","502","51","510","531","588","635","678","724","732","736","797","830","859","867","900","906","923","979","981"
728,0.0003582652188743171,"101","107","112","115","134","147","173","18","198","233","252","319","354","368","435","443","464","486","541","611","640","647","731","748","753","758","778","852","860","889","900","906","935","950","976"
729,1.0895230030550937e-12,"106","11","114","146","16","21","253","273","294","304","32","349","360","366","367","368","4","413","416","435","437","443","449","527","56","7","701","794","870","900","906","928","954","979","999"
730,0.0007772460681892032,"141","17","179","197","304","326","363","387","405","420","421","434","435","441","443","487","526","557","622","624","625","701","725","730","766","794","846","888","894","900","906","907","917","980","999"
731,0.0013074009617051903,"10","134","158","163","169","178","231","234","275","322","368","416","427","435","436","443","475","516","549","59","720","75","764","84","866","874","879","900","902","903","905","906","928","993","994"
732,1.1683954163346148e-12,"113","143","16","262","273","365","368","378","401","413","428","435","443","474","482","535","54","56","72","751","762","833","842","900","906","928","955","965","966","968","970","971","973","974","998"
733,0.0011274985979102508,"152","186","213","240","25","258","290","295","296","297","363","399","434","435","443","491","58","595","660","665","726","727","75","761","768","778","785","787","799","801","822","866","900","906","951"
734,0.0008664440265638106,"118","150","152","175","185","186","187","196","258","311","363","409","435","443","496","535","57","60","707","726","727","745","758","761","768","769","799","801","839","851","854","86","900","906","935"
735,0.0017904776271895225,"106","108","111","164","23","256","303","323","345","355","413","433","435","443","475","493","511","528","544","616","672","674","722","782","870","900","906","912","950","956","963","969","972","993","996"
736,0.0011107628281747024,"120","134","173","208","219","227","234","237","265","29","304","317","350","368","370","424","435","443","461","469","483","543","546","548","660","664","670","79","790","795","900","906","91","97","971"
737,0.000649334576384338,"113","12","152","158","186","189","208","219","23","258","264","272","32","363","435","443","450","456","468","538","539","551","59","603","607","653","683","694","697","75","783","816","820","900","906"
738,0.0032493004126374885,"106","155","157","16","189","237","288","3","333","357","382","393","397","413","435","443","504","521","533","537","591","60","617","67","705","722","741","77","823","900","906","950","964","982","996"
739,0.002877845722730736,"145","156","158","192","208","237","335","341","350","363","369","387","389","395","435","441","443","482","487","502","510","516","618","625","635","698","770","781","830","839","900","904","906","927","979"
740,0.0005642560473541997,"108","119","120","13","134","145","173","200","231","285","290","294","332","368","435","47","475","666","681","705","707","75","771","777","785","807","809","856","878","91","910","932","936","957","960"
741,0.001367597701040219,"103","123","14","152","16","160","162","199","231","253","32","401","431","435","443","467","477","480","533","60","738","75","751","775","796","799","870","900","906","91","935","95","950","967","996"
742,9.169822447303993e-05,"106","110","120","152","154","17","170","182","224","245","268","274","32","399","435","443","453","500","505","523","615","644","68","69","75","765","802","856","858","900","906","91","939","973","98"
743,0.0009616882773235983,"103","113","120","134","152","163","169","227","233","235","249","294","314","317","329","360","401","435","439","443","46","503","515","55","680","684","771","778","844","900","902","905","906","91","951"
744,0.0011171021389495028,"126","13","173","176","235","26","263","268","357","384","390","435","441","471","487","493","497","560","563","564","566","569","591","678","754","784","787","790","797","823","91","921","948","990","991"
745,0.0015082020329611973,"104","13","135","2","227","231","233","238","244","331","357","435","442","443","452","462","481","482","485","506","536","562","69","713","753","89","900","906","908","91","915","941","950","961","962"
746,1.1469513248618752e-12,"113","143","215","249","360","363","368","392","40","422","435","443","46","474","511","610","650","656","659","68","75","750","751","792","815","827","833","842","874","900","902","906","931","939","958"
747,0.002200216115076454,"11","191","201","264","268","292","297","313","321","359","370","404","413","422","435","443","504","514","520","522","65","684","702","728","76","763","868","870","897","900","906","931","958","995","999"
748,0.0015212004730422635,"152","163","168","169","19","204","235","267","330","413","43","435","443","47","482","487","492","504","576","597","63","631","753","797","843","862","882","900","902","905","906","958","977","980","989"
749,0.000579794391955339,"106","109","116","120","128","134","136","23","28","375","4","403","434","435","443","458","491","500","53","568","582","588","64","664","722","732","745","75","757","862","900","906","935","959","99"
750,0.00039649342564910503,"106","118","216","218","225","237","243","267","271","306","316","391","435","440","443","463","475","628","678","702","722","756","857","861","880","893","900","906","91","936","938","967","983","992","995"
751,1.097256241940996e-05,"103","106","120","153","159","166","167","195","205","212","299","30","302","357","401","413","435","470","480","504","516","554","591","629","646","663","67","679","897","900","922","931","944","957","958"
752,0.0005551707175710329,"106","120","134","144","213","217","230","244","260","302","306","32","342","378","435","443","49","512","520","568","576","577","608","628","75","753","772","778","805","900","906","91","921","951","995"
753,0.0008670861473176563,"128","14","152","168","172","199","268","352","387","399","41","431","434","435","439","441","443","461","469","477","625","636","648","660","670","675","712","854","900","906","91","95","950","966","973"
754,0.002125432537013041,"111","173","222","232","265","266","268","314","357","366","372","424","435","443","448","482","483","49","532","581","591","61","678","680","684","720","722","79","80","900","906","942","950","971","987"
755,0.000653955924626296,"108","113","116","181","186","19","204","23","258","259","277","278","345","428","429","435","443","474","478","494","496","499","555","64","842","843","862","872","900","906","914","925","965","978","991"
756,0.002127590838737194,"111","150","211","229","276","32","338","368","371","435","443","539","61","637","645","722","734","742","746","747","750","792","817","83","871","872","883","900","906","918","954","984","985","991","996"
757,0.0010690833198692925,"106","125","152","173","203","237","367","392","435","443","456","514","520","539","590","603","65","69","694","697","700","702","703","704","708","722","740","765","815","870","900","906","967","990","995"
758,0.0018882499740670603,"15","151","19","272","431","435","438","441","443","450","464","468","472","475","487","592","6","617","665","699","702","761","783","801","839","842","870","880","884","900","906","916","931","967","995"
759,0.0012320720199237847,"106","113","125","144","153","159","203","240","268","290","322","404","435","441","443","474","480","487","516","529","564","678","685","785","870","891","893","895","899","900","903","906","921","928","944"
760,0.0009167660217434538,"116","130","181","186","237","258","403","435","443","456","470","482","494","53","56","562","603","669","678","694","697","700","702","703","719","720","774","862","900","906","91","965","967","981","995"
761,0.0005625969747327321,"220","3","301","31","331","343","347","357","389","435","443","482","491","499","5","500","503","518","545","554","591","615","644","669","819","825","827","834","835","838","877","900","906","991","996"
762,0.0013561957893769697,"120","166","167","176","207","231","292","30","384","435","443","499","524","527","554","580","581","59","595","665","682","688","729","744","833","840","842","85","898","900","906","91","928","987","991"
763,0.002567634624563189,"111","12","170","173","231","235","247","272","289","293","329","394","40","422","423","435","443","609","653","68","714","721","730","749","75","797","8","802","804","805","900","906","931","958","996"
764,0.001326450911924159,"107","112","119","122","139","158","195","212","298","312","362","425","435","441","443","482","516","535","553","600","625","665","731","740","758","762","782","809","839","852","90","900","906","923","999"
765,0.0019368865197972051,"15","152","161","186","228","258","304","320","341","346","363","367","377","392","396","398","419","434","435","441","443","446","472","502","506","539","590","635","701","794","80","815","900","906","967"
766,0.0004729066044445257,"146","168","173","213","215","219","233","235","256","264","269","270","275","279","283","357","435","442","443","467","482","591","593","649","66","687","733","736","822","837","900","906","922","936","951"
767,0.0020094357001123587,"100","146","153","162","185","187","196","215","227","233","269","270","302","304","435","443","464","480","531","541","627","649","66","701","713","72","753","837","852","855","88","900","906","944","985"
768,0.0007852612697618051,"10","1000","152","169","178","195","231","235","259","274","32","416","435","443","493","534","583","591","64","646","663","75","797","800","81","812","824","84","874","879","900","902","906","965","994"
769,0.0012994894195657142,"106","120","128","134","168","178","219","232","244","255","264","268","274","313","32","364","375","399","403","435","443","509","532","543","548","73","746","75","790","795","83","900","906","91","97"
770,0.0020912438109006687,"135","144","146","152","175","186","215","258","270","311","32","363","37","435","443","476","477","491","5","547","607","62","649","683","713","718","745","75","753","816","820","837","900","906","921"
771,0.0012814075188668542,"147","168","24","265","372","38","389","39","424","435","443","449","475","483","493","509","523","535","609","657","678","721","730","75","762","778","79","846","858","900","906","911","935","951","971"
772,0.0005770444961828966,"120","150","168","170","247","289","358","398","405","423","435","443","464","488","495","504","541","546","574","61","622","68","745","779","802","804","805","898","900","906","928","936","943","977","998"
773,0.001484803976292735,"1000","155","157","208","234","237","393","435","443","495","508","516","517","535","546","567","592","606","614","648","669","677","762","764","81","831","872","881","884","900","906","91","928","943","998"
774,0.0004844010315316789,"208","227","26","263","273","379","381","390","422","427","435","443","454","464","516","560","561","563","566","573","584","59","630","678","734","752","754","784","900","906","918","931","94","958","999"
775,0.0008604830791581095,"108","128","129","138","16","173","195","233","333","397","426","435","443","464","465","473","516","533","541","582","60","67","69","690","691","741","86","871","894","900","906","922","931","949","958"
776,0.0005691610506201055,"120","124","128","14","182","199","227","237","246","305","336","431","435","440","443","475","531","640","695","696","702","755","794","847","87","880","900","906","929","936","95","985","990","995","997"
777,0.001319965959937916,"10","106","110","111","120","152","186","193","266","271","281","289","30","347","366","435","443","448","466","48","52","593","61","615","673","692","70","713","73","75","769","900","906","91","950"
778,0.002299679554017899,"151","19","204","231","235","292","297","340","368","42","426","435","443","453","470","475","482","504","550","569","602","621","631","650","675","676","690","691","707","75","797","843","900","906","967"
779,0.0015640565338042335,"103","120","125","13","134","152","159","168","186","206","209","214","235","258","275","283","363","387","401","410","426","435","443","447","46","481","540","59","602","609","691","721","733","844","906"
780,0.00012049854851260981,"105","120","145","155","157","195","257","332","333","384","386","393","412","435","443","467","477","493","579","585","625","669","702","803","806","808","900","906","91","924","93","955","991","995","996"
781,0.0015853562438216298,"106","131","17","2","210","242","274","290","357","36","435","499","50","508","531","536","567","591","604","609","641","693","705","707","721","722","774","831","863","900","936","958","961","973","996"
782,0.001961722711170215,"120","140","227","242","266","268","275","283","285","366","399","424","435","443","448","483","50","504","523","531","55","554","593","669","687","692","70","705","733","818","858","900","906","936","98"
783,0.001095780167510701,"108","111","150","170","183","194","231","247","289","322","399","4","40","413","422","423","435","443","475","504","531","56","65","673","68","706","719","769","802","804","883","899","900","903","906"
784,0.0010436156820771906,"1000","104","140","149","208","234","352","373","387","428","429","434","435","443","455","475","493","578","580","586","625","648","710","722","729","744","808","81","833","842","900","906","914","94","978"
785,0.0005540314480185286,"115","124","13","140","18","198","316","334","354","357","358","395","398","413","435","443","488","504","591","61","611","656","778","779","818","857","860","872","889","900","906","933","936","951","96"
786,0.0006739184126113567,"113","117","120","145","152","186","225","234","237","252","257","258","304","307","315","332","345","368","412","435","44","443","489","549","640","761","801","803","806","808","900","906","91","924","992"
787,0.0004725041344646598,"121","147","152","161","20","223","234","237","241","29","300","376","385","387","394","400","41","434","435","443","48","516","625","636","669","698","702","714","740","758","876","900","906","968","974"
788,1.1160136583422915e-05,"108","134","161","173","183","194","233","274","290","32","357","388","399","413","430","435","510","55","591","609","678","681","698","706","721","785","797","830","856","86","883","904","91","923","979"
789,0.00043391589590395356,"13","152","186","249","258","28","360","363","368","380","435","443","458","482","495","515","606","7","863","900","906","912","922","932","938","940","942","943","946","952","959","963","967","993","999"
790,4.981982289886439e-13,"103","117","197","23","257","304","32","340","349","368","402","42","428","433","435","443","464","541","610","63","670","694","701","728","744","794","801","815","834","84","870","900","906","928","999"
791,0.002037139880717696,"108","126","134","150","168","173","225","233","267","271","286","298","319","354","422","435","457","467","475","478","486","493","504","544","555","647","678","681","745","75","83","844","856","871","992"
792,0.0013981557090835069,"106","120","147","152","186","206","258","37","392","404","410","435","443","51","578","580","590","607","683","701","75","767","793","794","816","82","820","833","842","895","897","900","906","948","990"
793,0.0008210751652732046,"104","106","150","173","220","222","232","3","428","429","435","439","443","455","482","532","592","677","678","707","722","745","764","819","825","827","834","835","900","906","91","914","915","978","996"
794,0.0008130324823420799,"108","111","148","152","154","315","317","318","40","406","435","44","443","46","500","541","61","678","680","7","709","757","765","838","841","867","872","900","906","928","939","940","942","952","991"
795,0.0001416971305114272,"168","186","207","248","258","274","314","349","357","363","399","435","443","480","491","496","503","531","623","627","658","684","687","72","726","760","788","805","810","88","900","934","963","985","998"
796,0.0010647375624536239,"113","115","120","134","152","158","173","186","258","297","307","354","358","363","38","435","443","478","486","488","517","542","546","59","61","614","681","76","779","78","861","906","911","93","981"
797,0.0017789624315253556,"104","120","195","208","222","3","308","315","323","327","328","347","355","435","44","443","455","493","5","504","535","547","554","615","616","631","659","672","674","689","762","900","906","922","928"
798,0.0007537430961406255,"132","137","150","21","233","356","40","435","443","464","487","491","492","500","531","541","597","6","608","613","63","709","734","745","780","832","900","906","908","918","937","945","966","985","989"
799,0.0009603674944169004,"104","106","134","168","170","193","231","244","247","289","422","423","435","455","475","518","523","551","678","68","705","722","748","75","774","778","788","789","802","804","856","858","870","98","996"
800,0.0007362394007496477,"113","13","168","211","259","32","338","350","370","435","443","556","645","669","747","75","762","765","768","769","792","798","811","813","814","821","855","873","900","906","954","985","988","991","999"
801,4.8573068549039414e-05,"106","112","120","134","149","15","150","166","2","238","275","283","285","302","32","337","435","443","472","506","536","57","67","702","727","733","749","75","852","900","906","91","961","996","999"
802,0.002137583750539842,"113","120","134","152","158","186","195","246","250","32","326","395","398","419","435","44","443","457","507","509","523","544","546","59","605","657","75","788","858","906","91","96","975","98","998"
803,0.00162325843231033,"106","120","134","253","32","368","431","435","443","470","48","482","490","516","529","554","59","685","701","730","737","741","743","75","751","763","775","798","811","846","873","891","893","906","907"
804,0.00046369885615277765,"111","116","118","120","134","152","19","20","204","228","238","257","268","32","351","364","365","368","434","435","443","506","563","596","631","661","664","707","806","843","861","862","900","906","950"
805,0.0010350428177997428,"102","152","186","200","208","216","218","254","257","258","304","320","332","363","387","435","443","451","474","479","48","489","549","552","59","592","625","8","803","806","808","900","906","920","924"
806,0.0008377164725655328,"145","156","186","216","218","252","291","304","31","310","325","332","335","35","380","435","443","499","502","535","554","640","701","762","763","781","794","80","852","872","877","900","906","927","991"
807,8.012701379685239e-05,"103","12","120","134","153","166","186","195","23","249","258","32","321","360","392","401","404","435","443","495","51","515","516","59","590","606","639","711","724","869","897","900","906","91","999"
808,0.0016094475985385334,"130","154","173","217","220","233","265","32","372","428","435","443","464","493","546","629","646","79","819","825","827","833","834","835","842","857","900","906","914","936","939","943","950","967","971"
809,4.56800705316541e-05,"101","119","147","174","198","211","227","235","239","252","268","298","299","329","368","435","437","443","464","507","531","541","610","713","753","792","809","878","900","906","954","957","973","976","985"
810,0.001199820323241569,"111","154","168","19","277","278","324","36","427","435","443","478","482","486","496","499","535","54","555","575","631","647","671","673","713","753","762","83","872","900","906","909","910","925","939"
811,0.0026825943391917285,"152","186","257","332","411","435","443","487","489","490","531","534","549","554","581","585","65","678","794","803","806","808","811","824","833","864","887","900","92","920","924","985","987","991","999"
812,0.0015352840002814448,"123","152","158","186","195","254","258","363","369","389","415","435","441","443","457","459","479","487","516","54","552","575","584","589","594","599","605","655","686","770","781","900","906","919","999"
813,0.0003660539192748608,"161","179","2","243","256","391","420","427","435","436","443","472","482","516","531","669","698","755","85","872","881","884","888","893","894","896","900","906","920","950","961","985","991","995","996"
814,0.001741534772001755,"106","231","240","260","296","312","318","322","34","378","399","435","443","461","469","512","535","568","670","705","711","75","762","772","833","836","842","845","85","899","900","903","906","928","986"
815,0.0019686408120013613,"113","151","183","194","233","236","282","309","418","435","443","451","453","474","5","517","535","547","554","59","614","624","699","706","740","762","829","870","872","881","883","884","894","900","906"
816,0.0012374914623003753,"1","113","179","233","234","3","340","367","42","420","434","435","443","529","537","541","554","650","669","685","701","730","736","740","815","85","891","893","900","906","936","948","956","969","972"
817,0.0010505389199563064,"167","186","227","24","242","258","265","30","312","32","33","363","38","39","424","435","443","449","483","593","657","676","748","75","764","769","778","906","911","935","944","951","971","985","996"
818,0.00033204262957946246,"106","109","195","203","263","32","368","390","435","443","456","472","482","497","501","560","588","59","603","635","637","639","652","653","694","697","700","724","75","753","784","900","906","91","996"
